"id","sex","smoking","alcohol","people_main","political","personal_main"
"4060867","male","not specified","not specified","not specified","not specified","not specified"
"5613232","female","not specified","not specified","not specified","not specified","not specified"
"1803282","male","not specified","not specified","not specified","not specified","not specified"
"4908194","female","not specified","not specified","not specified","not specified","not specified"
"9112326","female","not specified","not specified","not specified","not specified","not specified"
"6571645","female","not specified","not specified","not specified","not specified","not specified"
"1241703","male","not specified","not specified","not specified","not specified","not specified"
"1518015","female","not specified","not specified","not specified","not specified","not specified"
"2515357","female","not specified","not specified","not specified","Socialist","not specified"
"1203604","female","not specified","not specified","not specified","not specified","not specified"
"7607272","male","not specified","not specified","not specified","not specified","not specified"
"9145958","male","not specified","not specified","not specified","Moderate","not specified"
"4062045","male","not specified","not specified","not specified","not specified","not specified"
"6537997","male","not specified","not specified","not specified","Moderate","not specified"
"9044221","female","not specified","not specified","not specified","not specified","not specified"
"1260065","female","not specified","not specified","not specified","not specified","not specified"
"3152275","female","not specified","not specified","not specified","not specified","not specified"
"2236698","male","not specified","not specified","not specified","not specified","not specified"
"3891807","male","not specified","not specified","not specified","not specified","not specified"
"1238690","male","not specified","not specified","not specified","not specified","not specified"
"3764993","female","not specified","not specified","not specified","not specified","not specified"
"541907","female","not specified","not specified","not specified","not specified","not specified"
"2169754","female","not specified","not specified","not specified","not specified","not specified"
"809381","female","not specified","not specified","not specified","not specified","not specified"
"9738802","male","not specified","not specified","not specified","Moderate","not specified"
"6351525","male","not specified","not specified","not specified","not specified","not specified"
"7754233","female","not specified","not specified","not specified","not specified","not specified"
"2681937","female","not specified","not specified","not specified","not specified","not specified"
"8609741","male","not specified","not specified","not specified","not specified","not specified"
"1055164","female","not specified","not specified","not specified","not specified","not specified"
"5383757","male","not specified","not specified","not specified","Liberal","not specified"
"8186376","female","not specified","not specified","not specified","Liberal","not specified"
"3689699","male","not specified","not specified","not specified","not specified","not specified"
"1577876","male","not specified","not specified","not specified","not specified","not specified"
"9922149","female","not specified","not specified","not specified","not specified","not specified"
"2362215","male","not specified","not specified","not specified","not specified","not specified"
"9516058","male","not specified","not specified","not specified","not specified","not specified"
"2854409","male","not specified","not specified","not specified","not specified","not specified"
"509690","female","not specified","not specified","not specified","not specified","not specified"
"9404414","male","not specified","not specified","not specified","Moderate","not specified"
"2133303","male","not specified","not specified","not specified","Monarchist","not specified"
"6876410","female","not specified","not specified","not specified","not specified","not specified"
"5059217","female","not specified","not specified","not specified","not specified","not specified"
"4172069","female","not specified","not specified","not specified","not specified","not specified"
"282483","female","not specified","not specified","not specified","not specified","not specified"
"6374655","female","not specified","not specified","not specified","not specified","not specified"
"1932747","female","not specified","not specified","not specified","not specified","not specified"
"2479013","male","not specified","not specified","not specified","not specified","not specified"
"1870031","female","not specified","not specified","not specified","not specified","not specified"
"7318557","male","not specified","not specified","not specified","not specified","not specified"
"3851537","male","not specified","not specified","not specified","not specified","not specified"
"7770655","female","not specified","not specified","not specified","not specified","not specified"
"2583483","male","not specified","not specified","not specified","not specified","not specified"
"9780722","male","not specified","not specified","not specified","not specified","not specified"
"7618090","male","not specified","not specified","not specified","not specified","not specified"
"8642515","female","not specified","not specified","not specified","not specified","not specified"
"3897418","female","not specified","not specified","not specified","not specified","not specified"
"4533196","female","not specified","not specified","not specified","not specified","not specified"
"9010618","female","not specified","not specified","not specified","not specified","not specified"
"7377869","male","not specified","not specified","not specified","Moderate","not specified"
"2610135","female","not specified","not specified","not specified","not specified","not specified"
"1986719","male","not specified","not specified","not specified","not specified","not specified"
"6936017","female","not specified","not specified","not specified","not specified","not specified"
"8668468","female","not specified","not specified","not specified","not specified","not specified"
"3532920","female","not specified","not specified","not specified","not specified","not specified"
"8156754","female","not specified","not specified","not specified","not specified","not specified"
"2814587","male","not specified","not specified","not specified","not specified","not specified"
"7470263","male","not specified","not specified","not specified","Socialist","not specified"
"4875028","male","not specified","not specified","not specified","not specified","not specified"
"3083034","male","not specified","not specified","not specified","Ultraconservative","not specified"
"4344523","male","not specified","not specified","not specified","not specified","not specified"
"9313970","female","not specified","not specified","not specified","not specified","not specified"
"488757","female","not specified","not specified","not specified","not specified","not specified"
"3585004","female","not specified","not specified","not specified","not specified","not specified"
"1093955","male","not specified","not specified","not specified","not specified","not specified"
"9652824","male","not specified","not specified","not specified","not specified","not specified"
"7872877","female","not specified","not specified","not specified","not specified","not specified"
"5440215","male","not specified","not specified","not specified","not specified","not specified"
"5563965","male","not specified","not specified","not specified","not specified","not specified"
"7527678","female","not specified","not specified","not specified","not specified","not specified"
"538562","male","not specified","not specified","not specified","not specified","not specified"
"3785440","female","not specified","not specified","not specified","Moderate","not specified"
"5541402","male","not specified","not specified","not specified","not specified","not specified"
"495347","male","not specified","not specified","not specified","not specified","not specified"
"1770894","male","not specified","not specified","not specified","not specified","not specified"
"3722146","male","not specified","not specified","not specified","not specified","not specified"
"6562580","female","not specified","not specified","not specified","not specified","not specified"
"1423443","male","not specified","not specified","not specified","not specified","not specified"
"1283035","female","not specified","not specified","not specified","not specified","not specified"
"9618714","male","not specified","not specified","not specified","not specified","not specified"
"118402","male","not specified","not specified","not specified","not specified","not specified"
"4515943","female","not specified","not specified","not specified","not specified","not specified"
"8925986","female","not specified","not specified","not specified","not specified","not specified"
"4094613","male","not specified","not specified","not specified","not specified","not specified"
"7678924","female","not specified","not specified","not specified","not specified","not specified"
"5823014","male","not specified","not specified","not specified","not specified","not specified"
"3259644","female","not specified","not specified","not specified","Monarchist","not specified"
"9449294","female","not specified","not specified","not specified","not specified","not specified"
"4035609","male","positive","positive","not specified","not specified","not specified"
"9534354","male","not specified","not specified","not specified","not specified","not specified"
"5845140","male","not specified","not specified","not specified","not specified","not specified"
"1043943","female","not specified","not specified","not specified","not specified","not specified"
"2136474","male","not specified","not specified","not specified","not specified","not specified"
"3734260","male","not specified","not specified","not specified","not specified","not specified"
"8173372","male","not specified","not specified","not specified","not specified","not specified"
"1188222","male","not specified","not specified","not specified","not specified","not specified"
"8156260","female","not specified","not specified","not specified","not specified","not specified"
"4515398","female","not specified","not specified","not specified","not specified","not specified"
"1342459","male","not specified","not specified","not specified","not specified","not specified"
"4243117","male","not specified","not specified","not specified","not specified","not specified"
"6150431","female","not specified","not specified","not specified","Moderate","not specified"
"79353","female","not specified","not specified","not specified","not specified","not specified"
"9282894","female","not specified","not specified","not specified","not specified","not specified"
"9438882","male","not specified","not specified","not specified","not specified","not specified"
"5085190","male","not specified","not specified","not specified","not specified","not specified"
"6436285","male","not specified","not specified","not specified","not specified","not specified"
"5188057","male","not specified","not specified","not specified","Apathetic","not specified"
"9036882","female","not specified","not specified","not specified","not specified","not specified"
"6362181","male","not specified","not specified","not specified","not specified","not specified"
"1487403","male","not specified","not specified","not specified","not specified","not specified"
"8086602","male","not specified","not specified","not specified","not specified","not specified"
"6389364","female","not specified","not specified","not specified","not specified","not specified"
"2126004","male","not specified","not specified","not specified","not specified","not specified"
"5162721","male","not specified","not specified","not specified","not specified","not specified"
"2803986","female","not specified","not specified","not specified","not specified","not specified"
"8671273","female","not specified","not specified","not specified","not specified","not specified"
"5889324","male","not specified","not specified","not specified","not specified","not specified"
"7197729","female","not specified","not specified","not specified","not specified","not specified"
"6503664","female","not specified","not specified","not specified","not specified","not specified"
"610117","male","not specified","not specified","not specified","not specified","not specified"
"5189066","male","not specified","not specified","not specified","not specified","not specified"
"8897344","male","not specified","not specified","not specified","Apathetic","not specified"
"9284152","female","not specified","not specified","not specified","not specified","not specified"
"3206076","male","not specified","not specified","not specified","not specified","not specified"
"5277840","female","not specified","not specified","not specified","not specified","not specified"
"8479414","female","not specified","not specified","not specified","not specified","not specified"
"2256696","male","not specified","not specified","not specified","not specified","not specified"
"2558925","female","not specified","not specified","not specified","Moderate","not specified"
"7929509","female","not specified","not specified","not specified","not specified","not specified"
"8133637","male","not specified","not specified","not specified","not specified","not specified"
"57072","male","not specified","not specified","not specified","not specified","not specified"
"1587908","female","not specified","not specified","not specified","not specified","not specified"
"9908892","female","not specified","not specified","not specified","Moderate","not specified"
"2957421","female","not specified","not specified","not specified","not specified","not specified"
"9946788","female","not specified","not specified","not specified","not specified","not specified"
"2939597","female","not specified","not specified","not specified","not specified","not specified"
"4551198","male","not specified","not specified","not specified","Liberal","not specified"
"6581755","female","not specified","not specified","not specified","not specified","not specified"
"5338153","male","not specified","not specified","not specified","not specified","not specified"
"8577138","female","not specified","not specified","not specified","not specified","not specified"
"2395812","male","not specified","not specified","not specified","not specified","not specified"
"5880974","male","not specified","not specified","not specified","not specified","not specified"
"9503343","male","not specified","not specified","not specified","not specified","not specified"
"238044","male","not specified","not specified","not specified","not specified","not specified"
"4212806","male","not specified","not specified","not specified","not specified","not specified"
"1730484","male","negative","negative","kindness and honesty","not specified","not specified"
"3258023","female","not specified","not specified","not specified","not specified","not specified"
"3028968","male","not specified","not specified","not specified","not specified","not specified"
"7920502","male","not specified","not specified","not specified","not specified","not specified"
"2954088","male","not specified","not specified","not specified","not specified","not specified"
"1623916","male","not specified","not specified","not specified","not specified","not specified"
"3330663","female","not specified","not specified","not specified","not specified","not specified"
"412220","male","not specified","not specified","not specified","not specified","not specified"
"3320088","female","not specified","not specified","not specified","Moderate","not specified"
"5389794","female","not specified","not specified","not specified","not specified","not specified"
"7403155","male","not specified","not specified","not specified","not specified","not specified"
"1689671","female","not specified","not specified","not specified","not specified","not specified"
"7991639","male","not specified","not specified","not specified","Apathetic","not specified"
"5675744","female","not specified","not specified","not specified","not specified","not specified"
"8466527","female","not specified","not specified","not specified","not specified","not specified"
"1312216","female","not specified","not specified","not specified","not specified","not specified"
"8988709","female","not specified","not specified","not specified","not specified","not specified"
"4196880","male","not specified","not specified","not specified","Moderate","not specified"
"27893","female","not specified","not specified","not specified","not specified","not specified"
"5713717","male","not specified","not specified","not specified","Socialist","not specified"
"7969671","female","not specified","not specified","not specified","not specified","not specified"
"7909735","female","not specified","not specified","not specified","not specified","not specified"
"7794602","female","not specified","very negative","not specified","not specified","not specified"
"132536","female","not specified","not specified","not specified","not specified","not specified"
"9820695","male","not specified","not specified","not specified","not specified","not specified"
"1212484","female","not specified","not specified","not specified","not specified","not specified"
"8899252","female","not specified","not specified","not specified","not specified","not specified"
"4096481","female","not specified","not specified","not specified","not specified","not specified"
"6517739","male","not specified","not specified","not specified","not specified","not specified"
"7101108","male","not specified","not specified","not specified","Moderate","not specified"
"4698114","male","not specified","not specified","not specified","not specified","not specified"
"8720983","female","not specified","not specified","not specified","not specified","not specified"
"3615557","male","not specified","not specified","not specified","not specified","not specified"
"1949470","female","not specified","not specified","not specified","not specified","not specified"
"3228958","male","not specified","not specified","not specified","not specified","not specified"
"3359415","male","not specified","not specified","not specified","not specified","not specified"
"8663418","female","not specified","not specified","not specified","not specified","not specified"
"9307690","female","not specified","not specified","not specified","not specified","not specified"
"4519685","male","not specified","not specified","not specified","not specified","not specified"
"6916114","female","not specified","not specified","not specified","not specified","not specified"
"7288628","female","not specified","not specified","not specified","not specified","not specified"
"3920077","female","not specified","not specified","not specified","not specified","not specified"
"2968678","male","negative","compromisable","courage and persistance","Apathetic","not specified"
"9539701","male","not specified","not specified","not specified","not specified","not specified"
"2826908","male","not specified","not specified","not specified","not specified","not specified"
"8425071","female","not specified","not specified","not specified","not specified","not specified"
"9181909","female","not specified","not specified","not specified","not specified","not specified"
"9689461","female","not specified","not specified","not specified","not specified","not specified"
"6748898","male","not specified","not specified","not specified","not specified","not specified"
"767097","female","negative","neutral","humor and love for life","Communist","not specified"
"1221768","female","not specified","not specified","not specified","not specified","not specified"
"3416565","female","not specified","not specified","not specified","not specified","not specified"
"2850564","male","not specified","not specified","not specified","not specified","not specified"
"2325575","female","not specified","not specified","not specified","not specified","not specified"
"3314950","male","not specified","not specified","not specified","not specified","not specified"
"4761138","female","not specified","not specified","not specified","Moderate","not specified"
"8978050","female","not specified","not specified","not specified","Apathetic","not specified"
"8204312","female","not specified","not specified","not specified","not specified","not specified"
"7974118","female","not specified","not specified","not specified","Moderate","not specified"
"1911163","male","not specified","not specified","not specified","not specified","not specified"
"5532755","female","not specified","not specified","not specified","not specified","not specified"
"4814393","male","not specified","not specified","not specified","not specified","not specified"
"6166391","male","not specified","not specified","not specified","not specified","not specified"
"2455911","female","not specified","not specified","not specified","not specified","not specified"
"6157822","female","not specified","not specified","not specified","not specified","not specified"
"1770142","male","not specified","not specified","not specified","not specified","not specified"
"3497815","male","not specified","not specified","not specified","not specified","not specified"
"1095936","female","not specified","not specified","not specified","not specified","not specified"
"1922408","male","not specified","not specified","not specified","not specified","not specified"
"8035210","female","not specified","not specified","not specified","not specified","not specified"
"1423386","male","not specified","not specified","not specified","not specified","not specified"
"6734095","male","not specified","not specified","not specified","not specified","not specified"
"7305684","male","not specified","not specified","not specified","not specified","not specified"
"6240727","male","not specified","not specified","not specified","not specified","not specified"
"7117774","male","not specified","not specified","not specified","not specified","not specified"
"53079","male","not specified","not specified","not specified","not specified","not specified"
"3097914","female","not specified","not specified","not specified","not specified","not specified"
"5367685","male","not specified","not specified","not specified","not specified","not specified"
"2119367","female","not specified","not specified","not specified","not specified","not specified"
"3071710","male","not specified","not specified","not specified","not specified","not specified"
"4329229","male","compromisable","compromisable","intellect and creativity","Liberal","not specified"
"8891405","female","not specified","not specified","not specified","not specified","not specified"
"8915721","male","not specified","not specified","not specified","not specified","not specified"
"401417","female","not specified","not specified","not specified","not specified","not specified"
"464308","female","not specified","not specified","not specified","not specified","not specified"
"4040967","female","not specified","not specified","not specified","not specified","not specified"
"3627716","male","not specified","not specified","not specified","not specified","not specified"
"605866","female","not specified","not specified","not specified","not specified","not specified"
"7310878","female","not specified","not specified","not specified","Moderate","not specified"
"3928095","male","not specified","not specified","not specified","not specified","not specified"
"2946746","female","not specified","not specified","not specified","not specified","not specified"
"9564609","female","not specified","not specified","not specified","not specified","not specified"
"3183759","female","not specified","not specified","not specified","not specified","not specified"
"3764105","female","not specified","not specified","not specified","not specified","not specified"
"4203424","female","not specified","not specified","not specified","not specified","not specified"
"476537","male","not specified","not specified","not specified","not specified","not specified"
"8384636","female","not specified","not specified","not specified","not specified","not specified"
"3673899","female","not specified","not specified","not specified","not specified","not specified"
"182172","female","not specified","not specified","not specified","not specified","not specified"
"7204587","male","not specified","not specified","not specified","not specified","not specified"
"893979","female","not specified","not specified","not specified","not specified","not specified"
"4797615","male","not specified","not specified","not specified","not specified","not specified"
"9559238","female","not specified","not specified","not specified","Liberal","not specified"
"7657307","female","not specified","not specified","not specified","not specified","not specified"
"5589292","male","not specified","not specified","not specified","not specified","not specified"
"314774","male","not specified","not specified","not specified","not specified","not specified"
"7376082","female","not specified","not specified","not specified","not specified","not specified"
"3526655","male","not specified","not specified","not specified","Communist","not specified"
"2043475","male","not specified","not specified","not specified","not specified","not specified"
"4533676","male","not specified","not specified","not specified","not specified","not specified"
"7362732","male","not specified","not specified","not specified","not specified","not specified"
"1948418","female","not specified","not specified","not specified","Apathetic","not specified"
"3745810","female","not specified","not specified","not specified","not specified","not specified"
"8854109","male","not specified","not specified","not specified","not specified","not specified"
"7112911","male","not specified","not specified","not specified","not specified","not specified"
"1681614","male","not specified","not specified","not specified","not specified","not specified"
"2811513","male","not specified","not specified","not specified","Socialist","not specified"
"872598","female","not specified","not specified","not specified","not specified","not specified"
"532667","female","not specified","not specified","not specified","not specified","not specified"
"9842275","male","not specified","not specified","not specified","not specified","not specified"
"1392509","female","not specified","not specified","not specified","not specified","not specified"
"6582028","female","not specified","not specified","not specified","not specified","not specified"
"7938517","male","not specified","not specified","not specified","not specified","not specified"
"6859494","male","not specified","not specified","not specified","not specified","not specified"
"9438605","male","not specified","not specified","not specified","not specified","not specified"
"81756","male","not specified","not specified","not specified","not specified","not specified"
"6395206","male","not specified","not specified","not specified","not specified","not specified"
"6408585","female","not specified","not specified","not specified","not specified","not specified"
"1911576","female","not specified","not specified","not specified","not specified","not specified"
"3372906","male","not specified","not specified","not specified","not specified","not specified"
"2504666","male","not specified","not specified","not specified","not specified","not specified"
"8985271","female","not specified","not specified","not specified","not specified","not specified"
"1786136","male","not specified","not specified","not specified","not specified","not specified"
"2293891","male","not specified","not specified","not specified","not specified","not specified"
"3078187","female","not specified","not specified","not specified","not specified","not specified"
"6791915","male","not specified","not specified","not specified","not specified","not specified"
"4176967","male","not specified","not specified","not specified","Moderate","not specified"
"8881803","male","not specified","not specified","not specified","not specified","not specified"
"6078705","male","not specified","not specified","not specified","not specified","not specified"
"5964992","male","not specified","not specified","not specified","Moderate","not specified"
"3592408","male","not specified","not specified","not specified","Moderate","not specified"
"5861137","male","not specified","not specified","not specified","not specified","not specified"
"630812","male","not specified","not specified","not specified","not specified","not specified"
"3584425","male","not specified","not specified","not specified","not specified","not specified"
"2435379","male","not specified","not specified","not specified","not specified","not specified"
"9619538","female","not specified","not specified","not specified","not specified","not specified"
"8042307","female","not specified","not specified","not specified","not specified","not specified"
"3025791","male","not specified","not specified","not specified","not specified","not specified"
"6881509","female","not specified","not specified","not specified","not specified","not specified"
"1076732","female","not specified","not specified","not specified","not specified","not specified"
"4094852","male","not specified","not specified","courage and persistance","not specified","not specified"
"7457922","female","not specified","not specified","not specified","not specified","not specified"
"6791650","female","not specified","not specified","not specified","not specified","not specified"
"2348661","male","not specified","not specified","not specified","not specified","not specified"
"432885","female","not specified","not specified","not specified","not specified","not specified"
"8930920","female","not specified","not specified","not specified","not specified","not specified"
"2746822","male","not specified","not specified","not specified","not specified","not specified"
"6672506","female","not specified","not specified","not specified","not specified","not specified"
"5798534","male","not specified","not specified","not specified","not specified","not specified"
"2446906","male","not specified","not specified","not specified","not specified","not specified"
"1109557","male","not specified","not specified","not specified","not specified","not specified"
"2468201","male","not specified","not specified","not specified","Moderate","not specified"
"6721885","male","not specified","not specified","not specified","not specified","not specified"
"1538273","male","not specified","not specified","not specified","not specified","not specified"
"1801346","male","not specified","not specified","not specified","not specified","not specified"
"2808840","female","not specified","not specified","not specified","not specified","not specified"
"6455110","male","not specified","not specified","not specified","not specified","not specified"
"2444996","female","not specified","not specified","not specified","not specified","not specified"
"8975887","male","not specified","not specified","not specified","not specified","not specified"
"2333930","male","not specified","not specified","not specified","not specified","not specified"
"9161854","female","not specified","not specified","not specified","not specified","not specified"
"7880604","male","not specified","not specified","not specified","Socialist","not specified"
"3667457","female","not specified","not specified","not specified","not specified","not specified"
"9468382","female","not specified","not specified","not specified","not specified","not specified"
"6949796","female","not specified","not specified","not specified","not specified","not specified"
"6145996","male","not specified","not specified","not specified","not specified","not specified"
"8635785","male","not specified","not specified","not specified","not specified","not specified"
"3677044","male","not specified","not specified","not specified","Monarchist","not specified"
"8786660","male","not specified","not specified","not specified","not specified","not specified"
"2798338","female","not specified","not specified","not specified","Moderate","not specified"
"7374696","female","not specified","not specified","not specified","not specified","not specified"
"9525124","female","not specified","not specified","not specified","not specified","not specified"
"6646142","female","not specified","not specified","not specified","not specified","not specified"
"1031609","male","not specified","not specified","not specified","not specified","not specified"
"2116786","female","not specified","not specified","not specified","not specified","not specified"
"3454212","male","not specified","not specified","not specified","not specified","not specified"
"5690769","male","not specified","not specified","not specified","not specified","not specified"
"4738741","male","not specified","not specified","not specified","not specified","not specified"
"5862416","male","not specified","not specified","courage and persistance","not specified","not specified"
"6859558","female","not specified","not specified","not specified","not specified","not specified"
"8636499","male","not specified","not specified","not specified","Liberal","not specified"
"3003565","male","not specified","not specified","not specified","not specified","not specified"
"9034621","male","not specified","not specified","not specified","not specified","not specified"
"318005","male","not specified","not specified","not specified","not specified","not specified"
"1743903","male","not specified","not specified","not specified","Moderate","not specified"
"8599442","male","not specified","not specified","not specified","Moderate","not specified"
"3984574","male","not specified","not specified","not specified","not specified","not specified"
"6102748","male","not specified","not specified","not specified","not specified","not specified"
"5017248","female","not specified","not specified","not specified","not specified","not specified"
"6047855","male","not specified","not specified","not specified","not specified","not specified"
"4281641","female","not specified","not specified","not specified","Liberal","not specified"
"5576312","male","not specified","not specified","not specified","not specified","not specified"
"1284634","male","not specified","not specified","not specified","not specified","not specified"
"4773530","male","not specified","not specified","not specified","not specified","not specified"
"7604447","male","not specified","not specified","not specified","not specified","not specified"
"6821759","female","not specified","not specified","not specified","not specified","not specified"
"8844344","male","not specified","not specified","not specified","not specified","not specified"
"1118950","male","not specified","not specified","not specified","not specified","not specified"
"2619401","female","not specified","not specified","not specified","not specified","not specified"
"4256886","female","not specified","not specified","not specified","not specified","not specified"
"638563","female","not specified","not specified","not specified","not specified","not specified"
"2608183","male","not specified","not specified","not specified","not specified","not specified"
"8489144","female","not specified","not specified","not specified","not specified","not specified"
"6608814","female","not specified","not specified","not specified","not specified","not specified"
"4051152","female","not specified","not specified","not specified","not specified","not specified"
"1099590","female","not specified","not specified","not specified","Apathetic","not specified"
"615670","female","not specified","not specified","not specified","Communist","not specified"
"4090539","male","not specified","not specified","not specified","not specified","not specified"
"4394176","male","not specified","not specified","not specified","not specified","not specified"
"3232803","female","not specified","not specified","not specified","not specified","not specified"
"9434218","male","not specified","not specified","not specified","not specified","not specified"
"7994187","female","not specified","not specified","not specified","Moderate","not specified"
"7484722","female","not specified","not specified","not specified","not specified","not specified"
"2807119","female","not specified","not specified","not specified","not specified","not specified"
"8255401","male","not specified","not specified","not specified","not specified","not specified"
"3179700","female","not specified","not specified","not specified","not specified","not specified"
"6348089","female","not specified","not specified","not specified","not specified","not specified"
"3409185","male","not specified","not specified","not specified","Moderate","not specified"
"3101192","female","not specified","not specified","not specified","not specified","not specified"
"622976","male","not specified","not specified","not specified","not specified","not specified"
"2358537","female","not specified","not specified","not specified","not specified","not specified"
"3947503","male","not specified","not specified","not specified","Liberal","not specified"
"900630","female","not specified","not specified","not specified","not specified","not specified"
"6883170","female","negative","very negative","not specified","Moderate","not specified"
"6008857","male","not specified","not specified","not specified","not specified","not specified"
"4318517","female","not specified","not specified","not specified","not specified","not specified"
"5256389","female","not specified","not specified","not specified","not specified","not specified"
"8728391","male","not specified","not specified","not specified","not specified","not specified"
"4014042","female","not specified","not specified","not specified","Ultraconservative","not specified"
"4724698","male","not specified","not specified","not specified","not specified","not specified"
"2296970","female","not specified","not specified","not specified","not specified","not specified"
"9326914","female","not specified","not specified","not specified","not specified","not specified"
"7145490","male","not specified","not specified","not specified","not specified","not specified"
"21813","male","not specified","not specified","not specified","not specified","not specified"
"7862458","female","not specified","not specified","not specified","not specified","not specified"
"6579664","male","not specified","not specified","not specified","not specified","not specified"
"7446248","female","not specified","not specified","not specified","not specified","not specified"
"1795499","male","not specified","not specified","not specified","not specified","not specified"
"5325585","female","not specified","not specified","not specified","not specified","not specified"
"2550265","male","not specified","not specified","not specified","not specified","not specified"
"5402611","female","not specified","not specified","not specified","not specified","not specified"
"148316","male","not specified","not specified","not specified","not specified","not specified"
"5378859","male","not specified","not specified","not specified","not specified","not specified"
"4833497","female","not specified","not specified","not specified","not specified","not specified"
"7176749","female","not specified","not specified","not specified","not specified","not specified"
"6798141","female","not specified","not specified","not specified","not specified","not specified"
"8255443","male","not specified","not specified","not specified","not specified","not specified"
"560501","male","not specified","not specified","not specified","not specified","not specified"
"3983105","male","not specified","not specified","not specified","not specified","not specified"
"5120869","male","not specified","not specified","not specified","Liberal","not specified"
"5758668","male","not specified","not specified","not specified","not specified","not specified"
"7316704","female","not specified","not specified","not specified","not specified","not specified"
"134090","male","not specified","not specified","not specified","not specified","not specified"
"5944897","female","not specified","not specified","not specified","not specified","not specified"
"6071368","female","not specified","not specified","not specified","not specified","not specified"
"2211998","male","not specified","not specified","not specified","not specified","not specified"
"4293719","female","not specified","not specified","not specified","Apathetic","not specified"
"5976257","male","not specified","not specified","not specified","Monarchist","not specified"
"5845221","male","not specified","not specified","not specified","not specified","not specified"
"4119504","female","not specified","not specified","not specified","not specified","not specified"
"46168","female","not specified","not specified","not specified","not specified","not specified"
"4751347","male","not specified","not specified","not specified","not specified","not specified"
"449573","female","not specified","not specified","not specified","not specified","not specified"
"3921518","male","not specified","not specified","not specified","not specified","not specified"
"822055","male","not specified","not specified","not specified","not specified","not specified"
"7224226","male","not specified","not specified","not specified","not specified","not specified"
"9229827","female","not specified","not specified","not specified","not specified","not specified"
"5261049","male","not specified","not specified","not specified","not specified","not specified"
"7938006","female","not specified","not specified","not specified","not specified","not specified"
"6187224","female","not specified","not specified","not specified","not specified","not specified"
"5894662","male","not specified","not specified","not specified","not specified","not specified"
"3296149","female","not specified","not specified","not specified","not specified","not specified"
"193905","female","not specified","not specified","not specified","not specified","not specified"
"570862","female","not specified","not specified","not specified","not specified","not specified"
"172663","male","very negative","not specified","not specified","Socialist","not specified"
"7543119","male","not specified","not specified","not specified","not specified","not specified"
"408361","male","not specified","not specified","not specified","not specified","not specified"
"7139925","female","not specified","not specified","not specified","not specified","not specified"
"9832165","male","not specified","not specified","not specified","not specified","not specified"
"9127397","female","not specified","not specified","not specified","Moderate","not specified"
"9172681","male","not specified","not specified","not specified","not specified","not specified"
"715584","female","not specified","not specified","not specified","not specified","not specified"
"1600924","male","not specified","not specified","not specified","not specified","not specified"
"7702527","female","not specified","not specified","not specified","not specified","not specified"
"5719303","male","not specified","not specified","not specified","Conservative","not specified"
"9731179","female","not specified","not specified","not specified","Ultraconservative","not specified"
"3728249","female","not specified","not specified","not specified","not specified","not specified"
"1096531","female","not specified","not specified","not specified","not specified","not specified"
"345997","male","not specified","not specified","not specified","not specified","not specified"
"6457851","male","not specified","not specified","not specified","not specified","not specified"
"8764333","male","not specified","not specified","not specified","not specified","not specified"
"952317","male","not specified","not specified","not specified","not specified","not specified"
"3387362","male","not specified","not specified","not specified","not specified","not specified"
"8657256","female","not specified","not specified","not specified","not specified","not specified"
"8702218","female","not specified","not specified","not specified","not specified","not specified"
"8792943","female","not specified","not specified","not specified","not specified","not specified"
"423623","male","not specified","not specified","not specified","not specified","not specified"
"7307844","male","not specified","not specified","not specified","not specified","not specified"
