"id","sex","smoking","alcohol","people_main","political","personal_main"
"4936354","male","not specified","not specified","not specified","not specified","not specified"
"1035113","female","not specified","not specified","not specified","not specified","not specified"
"8718526","female","not specified","not specified","not specified","not specified","not specified"
"9936643","male","not specified","not specified","not specified","not specified","not specified"
"2106725","female","not specified","not specified","not specified","Moderate","not specified"
"445885","female","not specified","not specified","not specified","not specified","not specified"
"1622051","male","not specified","not specified","not specified","not specified","not specified"
"1421154","female","not specified","not specified","not specified","not specified","not specified"
"2489411","male","not specified","not specified","not specified","not specified","not specified"
"3430843","female","not specified","not specified","not specified","not specified","not specified"
"2401368","female","not specified","not specified","not specified","not specified","not specified"
"9907352","male","not specified","not specified","not specified","not specified","not specified"
"1175707","male","very negative","very negative","intellect and creativity","Monarchist","not specified"
"4522745","female","not specified","not specified","not specified","not specified","not specified"
"1927827","male","not specified","not specified","not specified","not specified","not specified"
"7029135","female","not specified","not specified","not specified","Moderate","not specified"
"7558164","female","not specified","not specified","not specified","not specified","not specified"
"5145566","male","not specified","not specified","not specified","not specified","not specified"
"140269","male","not specified","not specified","not specified","not specified","not specified"
"7746156","male","not specified","not specified","not specified","not specified","not specified"
"1798083","female","not specified","not specified","not specified","not specified","not specified"
"3913571","male","not specified","not specified","not specified","not specified","not specified"
"5708751","female","not specified","not specified","not specified","not specified","not specified"
"4288474","male","not specified","not specified","not specified","not specified","not specified"
"1519572","male","not specified","not specified","not specified","not specified","not specified"
"8174745","female","not specified","not specified","not specified","Moderate","not specified"
"8120849","male","compromisable","negative","kindness and honesty","Moderate","not specified"
"302298","male","not specified","not specified","not specified","not specified","not specified"
"410367","female","not specified","not specified","not specified","not specified","not specified"
"2272009","female","not specified","not specified","not specified","not specified","not specified"
"4807402","female","not specified","not specified","not specified","not specified","not specified"
"6536368","female","not specified","not specified","not specified","not specified","not specified"
"7453015","female","not specified","not specified","not specified","not specified","not specified"
"1423812","female","not specified","not specified","not specified","not specified","not specified"
"3015636","female","not specified","not specified","not specified","not specified","not specified"
"3923660","female","not specified","not specified","not specified","not specified","not specified"
"5650084","male","not specified","not specified","not specified","not specified","not specified"
"6058499","female","not specified","not specified","not specified","not specified","not specified"
"6596475","male","not specified","not specified","not specified","not specified","not specified"
"8429598","female","not specified","not specified","not specified","not specified","not specified"
"2049526","male","not specified","not specified","not specified","not specified","not specified"
"3698097","female","not specified","not specified","not specified","not specified","not specified"
"3708725","female","not specified","not specified","not specified","not specified","not specified"
"510319","female","not specified","not specified","not specified","not specified","not specified"
"5964050","male","not specified","not specified","not specified","not specified","not specified"
"7923021","male","not specified","not specified","not specified","not specified","not specified"
"986147","male","not specified","not specified","not specified","not specified","not specified"
"7768955","male","not specified","not specified","not specified","Moderate","not specified"
"6101340","female","not specified","not specified","not specified","not specified","not specified"
"4309307","female","not specified","not specified","not specified","not specified","not specified"
"3515004","male","not specified","not specified","not specified","not specified","not specified"
"1940266","male","not specified","not specified","not specified","not specified","not specified"
"5332518","male","not specified","not specified","not specified","not specified","not specified"
"5439625","female","not specified","not specified","not specified","not specified","not specified"
"2944744","male","not specified","not specified","not specified","not specified","not specified"
"9412057","female","not specified","not specified","not specified","Socialist","not specified"
"9308263","male","not specified","not specified","not specified","not specified","not specified"
"8868579","male","not specified","not specified","not specified","not specified","not specified"
"8236270","female","not specified","not specified","not specified","not specified","not specified"
"9019959","female","not specified","not specified","not specified","not specified","not specified"
"690932","male","not specified","not specified","not specified","not specified","not specified"
"6152384","female","not specified","not specified","not specified","not specified","not specified"
"5683373","male","not specified","not specified","not specified","not specified","not specified"
"3448067","female","not specified","not specified","not specified","not specified","not specified"
"8151916","male","not specified","not specified","not specified","not specified","not specified"
"9519481","female","not specified","not specified","not specified","not specified","not specified"
"8436691","male","not specified","not specified","not specified","not specified","not specified"
"4518272","female","not specified","not specified","not specified","Moderate","not specified"
"789808","male","not specified","not specified","not specified","not specified","not specified"
"3498726","female","not specified","not specified","not specified","not specified","not specified"
"7541967","female","not specified","not specified","not specified","not specified","not specified"
"6521315","male","not specified","not specified","not specified","not specified","not specified"
"7178518","male","not specified","not specified","not specified","Monarchist","not specified"
"3405695","male","not specified","not specified","not specified","not specified","not specified"
"5910026","male","not specified","not specified","not specified","Moderate","not specified"
"3903938","female","not specified","not specified","not specified","not specified","not specified"
"6619541","female","not specified","not specified","not specified","not specified","not specified"
"7291382","female","not specified","not specified","not specified","not specified","not specified"
"1491875","male","not specified","not specified","not specified","not specified","not specified"
"2180773","male","not specified","not specified","not specified","Communist","not specified"
"3161419","male","not specified","not specified","not specified","not specified","not specified"
"3254627","male","not specified","not specified","not specified","not specified","not specified"
"9204880","male","not specified","not specified","not specified","not specified","not specified"
"9053742","male","not specified","not specified","not specified","not specified","not specified"
"6117420","female","not specified","not specified","not specified","not specified","not specified"
"6918796","male","not specified","not specified","not specified","not specified","not specified"
"1692105","female","not specified","not specified","not specified","not specified","not specified"
"9805091","male","not specified","not specified","not specified","not specified","not specified"
"6707116","female","not specified","not specified","not specified","not specified","not specified"
"3209219","female","not specified","not specified","not specified","not specified","not specified"
"8236893","male","not specified","not specified","not specified","not specified","not specified"
"2948439","male","not specified","not specified","not specified","not specified","not specified"
"5712521","male","not specified","not specified","not specified","not specified","not specified"
"2993944","female","not specified","not specified","not specified","not specified","not specified"
"5163313","female","not specified","not specified","not specified","not specified","not specified"
"8979674","male","not specified","not specified","not specified","not specified","not specified"
"2134430","female","not specified","not specified","not specified","not specified","not specified"
"3984974","male","not specified","not specified","not specified","not specified","not specified"
"5291153","female","not specified","not specified","not specified","not specified","not specified"
"9940336","male","not specified","not specified","not specified","not specified","not specified"
"9768193","male","not specified","not specified","not specified","not specified","not specified"
"5132705","male","not specified","not specified","not specified","not specified","not specified"
"1843153","male","not specified","not specified","not specified","not specified","not specified"
"7618294","male","not specified","not specified","not specified","not specified","not specified"
"5420763","male","not specified","not specified","not specified","Moderate","not specified"
"2998900","female","not specified","not specified","not specified","not specified","not specified"
"1389768","female","not specified","not specified","not specified","not specified","not specified"
"2392032","male","not specified","not specified","not specified","not specified","not specified"
"5816669","female","not specified","not specified","not specified","not specified","not specified"
"5937334","female","not specified","not specified","not specified","not specified","not specified"
"5387902","female","not specified","not specified","not specified","not specified","not specified"
"7185172","male","not specified","not specified","not specified","not specified","not specified"
"3664130","male","not specified","not specified","not specified","not specified","not specified"
"6356336","female","not specified","not specified","not specified","not specified","not specified"
"3591640","male","not specified","not specified","not specified","Moderate","not specified"
"866838","male","not specified","not specified","not specified","not specified","not specified"
"6890890","male","not specified","not specified","not specified","not specified","not specified"
"2931714","female","not specified","not specified","not specified","not specified","not specified"
"3533150","female","not specified","not specified","not specified","not specified","not specified"
"45539","female","not specified","not specified","not specified","not specified","not specified"
"9873763","female","not specified","not specified","not specified","not specified","not specified"
"4094434","male","not specified","not specified","not specified","not specified","not specified"
"8461301","male","not specified","not specified","not specified","not specified","not specified"
"2248711","male","not specified","not specified","not specified","not specified","not specified"
"986329","male","not specified","not specified","not specified","not specified","not specified"
"8563116","female","not specified","not specified","not specified","not specified","not specified"
"7839338","male","negative","negative","kindness and honesty","Monarchist","not specified"
"1300945","female","neutral","compromisable","humor and love for life","not specified","not specified"
"485207","female","not specified","not specified","not specified","not specified","not specified"
"3551071","female","not specified","not specified","not specified","not specified","not specified"
"5320985","male","not specified","not specified","not specified","not specified","not specified"
"2808540","male","not specified","not specified","not specified","not specified","not specified"
"4472378","female","not specified","not specified","not specified","Moderate","not specified"
"968354","male","not specified","not specified","not specified","not specified","not specified"
"6148868","male","not specified","not specified","not specified","not specified","not specified"
"611306","male","not specified","not specified","not specified","not specified","not specified"
"5599125","male","not specified","not specified","not specified","not specified","not specified"
"6626148","female","not specified","not specified","humor and love for life","Moderate","not specified"
"643156","male","not specified","not specified","not specified","not specified","not specified"
"1086454","male","not specified","not specified","not specified","not specified","not specified"
"3691235","male","not specified","not specified","not specified","not specified","not specified"
"4777275","male","not specified","not specified","not specified","not specified","not specified"
"4016005","female","not specified","not specified","not specified","not specified","not specified"
"1536912","male","not specified","not specified","not specified","not specified","not specified"
"1304752","female","not specified","not specified","not specified","not specified","not specified"
"1894624","female","not specified","not specified","not specified","not specified","not specified"
"6480954","male","not specified","not specified","not specified","not specified","not specified"
"5901421","female","not specified","not specified","not specified","not specified","not specified"
"521623","male","not specified","not specified","not specified","not specified","not specified"
"7351919","male","not specified","not specified","not specified","not specified","not specified"
"3341210","female","not specified","not specified","not specified","not specified","not specified"
"1507831","female","not specified","not specified","not specified","Apathetic","not specified"
"1918234","male","very negative","compromisable","humor and love for life","not specified","not specified"
"1204783","male","not specified","not specified","not specified","not specified","not specified"
"4626611","female","not specified","not specified","not specified","not specified","not specified"
"1873837","female","not specified","not specified","not specified","not specified","not specified"
"608783","male","not specified","not specified","not specified","not specified","not specified"
"3948860","male","not specified","not specified","not specified","not specified","not specified"
"9684604","female","not specified","not specified","not specified","not specified","not specified"
"8593978","male","not specified","not specified","not specified","not specified","not specified"
"5591399","female","not specified","not specified","not specified","Moderate","not specified"
"8381989","male","not specified","not specified","not specified","not specified","not specified"
"1066118","female","not specified","not specified","not specified","not specified","not specified"
"2513118","female","not specified","not specified","not specified","not specified","not specified"
"8138421","male","not specified","not specified","not specified","not specified","not specified"
"6044447","male","not specified","not specified","not specified","not specified","not specified"
"3203528","female","not specified","not specified","not specified","not specified","not specified"
"6847801","female","not specified","not specified","not specified","not specified","not specified"
"2108240","female","not specified","not specified","not specified","not specified","not specified"
"1392233","male","not specified","not specified","not specified","not specified","not specified"
"3791768","male","not specified","not specified","not specified","not specified","not specified"
"7078402","female","not specified","not specified","not specified","not specified","not specified"
"4393963","male","not specified","not specified","not specified","not specified","not specified"
"1193527","male","not specified","not specified","not specified","not specified","not specified"
"6599570","female","not specified","not specified","not specified","not specified","not specified"
"4728472","female","compromisable","not specified","not specified","Apathetic","not specified"
"621811","male","not specified","not specified","not specified","not specified","not specified"
"2756929","male","not specified","not specified","not specified","not specified","not specified"
"9633828","female","not specified","not specified","not specified","not specified","not specified"
"1121645","male","not specified","not specified","not specified","not specified","not specified"
"3048828","male","not specified","not specified","not specified","not specified","not specified"
"1425516","female","not specified","not specified","not specified","Moderate","not specified"
"1605096","male","positive","positive","kindness and honesty","not specified","not specified"
"6411183","male","not specified","not specified","not specified","not specified","not specified"
"1503607","male","not specified","not specified","not specified","not specified","not specified"
"4156749","male","not specified","not specified","not specified","not specified","not specified"
"4917870","male","not specified","not specified","not specified","Ultraconservative","not specified"
"5945482","female","not specified","not specified","not specified","not specified","not specified"
"1166511","female","not specified","not specified","not specified","not specified","not specified"
"4767131","male","not specified","not specified","not specified","not specified","not specified"
"2962162","female","not specified","not specified","not specified","not specified","not specified"
"7610758","female","negative","compromisable","intellect and creativity","not specified","not specified"
"2441902","male","not specified","not specified","not specified","Moderate","not specified"
"799621","male","not specified","not specified","not specified","not specified","not specified"
"4155976","female","not specified","not specified","not specified","not specified","not specified"
"2775017","female","not specified","not specified","not specified","not specified","not specified"
"6899344","male","not specified","not specified","not specified","not specified","not specified"
"5337942","male","not specified","not specified","not specified","not specified","not specified"
"761374","female","not specified","not specified","not specified","not specified","not specified"
"4296195","female","not specified","not specified","not specified","not specified","not specified"
"5090794","female","not specified","not specified","not specified","not specified","not specified"
"8860785","female","not specified","not specified","humor and love for life","Moderate","not specified"
"3869486","male","not specified","not specified","not specified","not specified","not specified"
"134376","female","not specified","not specified","kindness and honesty","not specified","not specified"
"687663","male","not specified","not specified","not specified","not specified","not specified"
"9851276","male","not specified","not specified","not specified","Liberal","not specified"
"4439669","female","not specified","not specified","not specified","not specified","not specified"
"6607719","male","not specified","not specified","not specified","not specified","not specified"
"3135318","male","not specified","not specified","not specified","not specified","not specified"
"5682945","female","not specified","not specified","not specified","not specified","not specified"
"1290176","male","not specified","not specified","not specified","not specified","not specified"
"3644358","male","not specified","not specified","not specified","not specified","not specified"
"9277917","female","not specified","not specified","not specified","not specified","not specified"
"7524079","male","not specified","not specified","not specified","Liberal","not specified"
"5073124","female","not specified","not specified","not specified","not specified","not specified"
"5620021","male","not specified","not specified","not specified","not specified","not specified"
"7407823","female","not specified","not specified","not specified","not specified","not specified"
"2027732","female","not specified","not specified","not specified","not specified","not specified"
"7688391","male","not specified","not specified","not specified","Ultraconservative","not specified"
"1440622","female","very negative","neutral","courage and persistance","not specified","not specified"
"1512454","male","not specified","not specified","not specified","not specified","not specified"
"1454425","female","not specified","not specified","not specified","not specified","not specified"
"5275191","female","not specified","not specified","not specified","Moderate","not specified"
"9883815","male","not specified","not specified","not specified","not specified","not specified"
"3698454","male","not specified","not specified","not specified","not specified","not specified"
"1886698","female","not specified","not specified","not specified","not specified","not specified"
"1570502","female","not specified","not specified","not specified","not specified","not specified"
"4563858","male","not specified","not specified","not specified","not specified","not specified"
"2332484","female","not specified","not specified","not specified","Moderate","not specified"
"9487489","female","not specified","not specified","not specified","not specified","not specified"
"9875003","male","not specified","not specified","not specified","not specified","not specified"
"6045738","male","not specified","not specified","not specified","not specified","not specified"
"6386910","male","not specified","not specified","not specified","not specified","not specified"
"3592131","male","not specified","not specified","not specified","not specified","not specified"
"932862","female","not specified","not specified","not specified","not specified","not specified"
"9891181","female","not specified","not specified","not specified","not specified","not specified"
"3293175","male","not specified","not specified","not specified","not specified","not specified"
"4327435","male","not specified","not specified","not specified","not specified","not specified"
"2287813","female","not specified","not specified","not specified","not specified","not specified"
"8820606","female","compromisable","compromisable","not specified","not specified","not specified"
"2190635","male","not specified","not specified","not specified","not specified","not specified"
"6447678","male","not specified","not specified","not specified","not specified","not specified"
"3008668","male","not specified","not specified","not specified","not specified","not specified"
"2919587","female","not specified","not specified","not specified","not specified","not specified"
"2266176","male","not specified","not specified","not specified","Moderate","not specified"
"1399055","female","not specified","not specified","not specified","not specified","not specified"
"3000454","male","not specified","not specified","not specified","not specified","not specified"
"3669812","male","not specified","not specified","not specified","not specified","not specified"
"1007427","male","not specified","not specified","not specified","not specified","not specified"
"623212","female","not specified","not specified","not specified","not specified","not specified"
"1683360","female","not specified","not specified","not specified","not specified","not specified"
"6725261","male","not specified","not specified","not specified","not specified","not specified"
"9402655","male","not specified","not specified","not specified","Conservative","not specified"
"1242697","male","not specified","not specified","not specified","not specified","not specified"
"8933272","male","not specified","not specified","not specified","Moderate","not specified"
"4311153","female","not specified","not specified","not specified","not specified","not specified"
"5706773","male","not specified","not specified","not specified","not specified","not specified"
"636459","male","not specified","not specified","not specified","not specified","not specified"
"2009834","male","not specified","not specified","not specified","not specified","not specified"
"3540605","male","not specified","not specified","not specified","not specified","not specified"
"8747668","female","not specified","not specified","not specified","not specified","not specified"
"3984501","female","not specified","not specified","not specified","not specified","not specified"
"4935640","female","not specified","not specified","not specified","not specified","not specified"
"4237109","male","not specified","not specified","not specified","not specified","not specified"
"6538040","female","not specified","not specified","not specified","not specified","not specified"
"6768286","female","not specified","not specified","not specified","not specified","not specified"
"1357400","female","not specified","not specified","not specified","not specified","not specified"
"9506174","female","not specified","not specified","not specified","not specified","not specified"
"6592769","male","not specified","not specified","not specified","not specified","not specified"
"7311910","male","not specified","not specified","not specified","not specified","not specified"
"4346234","male","not specified","not specified","not specified","not specified","not specified"
"7466422","female","neutral","compromisable","kindness and honesty","Liberal","not specified"
"8748198","male","compromisable","compromisable","kindness and honesty","Apathetic","not specified"
"4234564","male","negative","negative","courage and persistance","Libertian","not specified"
"4433258","female","not specified","not specified","not specified","not specified","not specified"
"1910196","male","not specified","not specified","not specified","not specified","not specified"
"9821034","female","not specified","not specified","not specified","not specified","not specified"
"5966763","male","not specified","not specified","not specified","not specified","not specified"
"8635786","male","not specified","not specified","not specified","not specified","not specified"
"7057975","female","not specified","not specified","not specified","not specified","not specified"
"2556988","male","not specified","not specified","not specified","not specified","not specified"
"7222001","male","not specified","not specified","not specified","not specified","not specified"
"7512708","male","not specified","not specified","not specified","not specified","not specified"
"1937134","male","not specified","not specified","not specified","Liberal","not specified"
"2956745","female","not specified","not specified","not specified","Moderate","not specified"
"3277862","male","not specified","not specified","not specified","not specified","not specified"
"3612442","female","not specified","not specified","not specified","not specified","not specified"
"3675949","male","not specified","not specified","not specified","not specified","not specified"
"5682949","female","not specified","not specified","not specified","not specified","not specified"
"6509018","female","not specified","not specified","not specified","not specified","not specified"
"7553400","male","not specified","not specified","not specified","not specified","not specified"
"9206179","male","not specified","not specified","not specified","Moderate","not specified"
"646100","female","neutral","neutral","kindness and honesty","Communist","not specified"
"6680905","male","not specified","not specified","not specified","not specified","not specified"
"1878474","female","not specified","not specified","not specified","not specified","not specified"
"2766084","female","not specified","not specified","not specified","not specified","not specified"
"6389770","female","not specified","not specified","not specified","not specified","not specified"
"51683","male","not specified","not specified","not specified","not specified","not specified"
"3828523","male","not specified","not specified","not specified","not specified","not specified"
"5270903","female","not specified","not specified","not specified","not specified","not specified"
"4657009","female","not specified","not specified","not specified","not specified","not specified"
"5090662","female","not specified","not specified","not specified","Apathetic","not specified"
"1305662","female","not specified","not specified","not specified","not specified","not specified"
"9378258","male","not specified","not specified","not specified","not specified","not specified"
"408936","female","not specified","not specified","not specified","not specified","not specified"
"5475881","female","not specified","not specified","not specified","not specified","not specified"
"157728","female","not specified","not specified","not specified","not specified","not specified"
"712240","female","not specified","not specified","not specified","not specified","not specified"
"9798389","female","not specified","not specified","not specified","not specified","not specified"
"2476666","female","not specified","not specified","not specified","not specified","not specified"
"463573","female","not specified","not specified","not specified","not specified","not specified"
"1019500","male","not specified","not specified","not specified","not specified","not specified"
"9821549","male","not specified","not specified","not specified","not specified","not specified"
"3410730","female","not specified","not specified","not specified","Apathetic","not specified"
"527709","male","not specified","not specified","not specified","not specified","not specified"
"4932569","male","not specified","not specified","not specified","Moderate","not specified"
"7341117","female","not specified","not specified","not specified","not specified","not specified"
"1455853","female","not specified","not specified","not specified","not specified","not specified"
"4246251","female","not specified","not specified","not specified","not specified","not specified"
"630383","female","not specified","not specified","not specified","not specified","not specified"
"7203052","female","not specified","not specified","not specified","not specified","not specified"
"1688374","female","not specified","not specified","not specified","not specified","not specified"
"2452223","female","not specified","not specified","not specified","not specified","not specified"
"3846771","male","not specified","not specified","not specified","Moderate","not specified"
"8055257","female","not specified","not specified","not specified","not specified","not specified"
"6823275","female","not specified","not specified","not specified","not specified","not specified"
"4231307","male","not specified","not specified","not specified","not specified","not specified"
"7370175","male","not specified","not specified","not specified","not specified","not specified"
"5170788","female","not specified","not specified","not specified","not specified","not specified"
"9930572","male","not specified","not specified","not specified","not specified","not specified"
"3498493","female","not specified","not specified","not specified","not specified","not specified"
"3742620","male","not specified","not specified","not specified","Moderate","not specified"
"2324784","male","not specified","not specified","not specified","not specified","not specified"
"5046314","female","not specified","not specified","not specified","Moderate","not specified"
"480605","male","not specified","not specified","not specified","not specified","not specified"
"6095918","female","not specified","not specified","not specified","not specified","not specified"
"6362029","male","not specified","not specified","not specified","not specified","not specified"
"2475473","female","not specified","not specified","not specified","not specified","not specified"
"2111866","male","not specified","not specified","not specified","not specified","not specified"
"5538621","male","not specified","not specified","not specified","not specified","not specified"
"6088128","female","not specified","not specified","not specified","not specified","not specified"
"8388834","male","not specified","not specified","not specified","Moderate","not specified"
"5226842","male","not specified","not specified","not specified","not specified","not specified"
"6788290","female","not specified","not specified","not specified","not specified","not specified"
"2489252","female","not specified","not specified","not specified","not specified","not specified"
"6504096","male","not specified","not specified","not specified","not specified","not specified"
"2943286","male","not specified","not specified","not specified","not specified","not specified"
"8128085","female","not specified","not specified","not specified","not specified","not specified"
"278168","male","not specified","not specified","not specified","Liberal","not specified"
"3641560","female","not specified","not specified","not specified","not specified","not specified"
"215435","female","not specified","not specified","not specified","not specified","not specified"
"6681469","male","not specified","not specified","not specified","not specified","not specified"
"1834382","male","not specified","not specified","intellect and creativity","Moderate","not specified"
"1958077","male","not specified","not specified","not specified","not specified","not specified"
"9390263","female","not specified","not specified","not specified","Moderate","not specified"
"5636015","female","not specified","not specified","not specified","Moderate","not specified"
"1843709","female","not specified","not specified","not specified","not specified","not specified"
"3040990","female","not specified","not specified","not specified","not specified","not specified"
"3999553","female","not specified","not specified","not specified","not specified","not specified"
"652083","female","not specified","not specified","not specified","not specified","not specified"
"5223479","male","not specified","not specified","not specified","not specified","not specified"
"5474985","male","not specified","not specified","not specified","Moderate","not specified"
"7560581","male","not specified","not specified","not specified","Liberal","not specified"
"5194967","male","not specified","not specified","not specified","not specified","not specified"
"1354126","female","not specified","not specified","not specified","not specified","not specified"
"3472777","female","not specified","not specified","not specified","not specified","not specified"
"3126294","female","not specified","not specified","not specified","not specified","not specified"
"7459375","female","not specified","not specified","not specified","not specified","not specified"
"1508753","male","not specified","not specified","not specified","not specified","not specified"
"7277439","male","not specified","not specified","not specified","not specified","not specified"
"7621410","female","not specified","not specified","not specified","not specified","not specified"
"2341164","male","not specified","not specified","not specified","not specified","not specified"
"5421437","male","not specified","not specified","not specified","not specified","not specified"
"7712220","male","not specified","not specified","not specified","not specified","not specified"
"2094668","male","not specified","not specified","not specified","not specified","not specified"
"6454522","female","not specified","not specified","not specified","not specified","not specified"
"5450665","male","not specified","not specified","not specified","not specified","not specified"
"1588580","male","not specified","not specified","not specified","not specified","not specified"
"7319596","female","not specified","not specified","not specified","Moderate","not specified"
"1997993","female","not specified","not specified","not specified","not specified","not specified"
"7492226","female","not specified","not specified","not specified","not specified","not specified"
"5009554","male","not specified","not specified","not specified","not specified","not specified"
"311395","female","not specified","not specified","not specified","not specified","not specified"
"2130731","female","not specified","not specified","not specified","not specified","not specified"
"5109354","female","not specified","not specified","not specified","not specified","not specified"
"618177","male","not specified","not specified","not specified","not specified","not specified"
"8660973","female","not specified","not specified","not specified","not specified","not specified"
"8207716","male","not specified","not specified","not specified","not specified","not specified"
"5690795","female","not specified","not specified","not specified","not specified","not specified"
"590895","female","not specified","not specified","not specified","not specified","not specified"
"5571329","female","not specified","not specified","not specified","not specified","not specified"
"5055493","female","not specified","not specified","not specified","not specified","not specified"
"7474567","female","very negative","very negative","not specified","not specified","not specified"
"7955654","female","not specified","not specified","not specified","not specified","not specified"
"6765005","male","not specified","not specified","not specified","not specified","not specified"
"8184331","female","not specified","not specified","not specified","not specified","not specified"
"8221350","female","not specified","not specified","not specified","not specified","not specified"
"8155064","male","not specified","not specified","not specified","not specified","not specified"
"945351","female","not specified","not specified","not specified","not specified","not specified"
"3272162","female","not specified","not specified","not specified","not specified","not specified"
"3098388","male","not specified","not specified","not specified","Moderate","not specified"
"5225642","male","not specified","not specified","not specified","not specified","not specified"
"1676062","female","not specified","not specified","not specified","not specified","not specified"
"401494","female","not specified","not specified","not specified","not specified","not specified"
"8322815","male","not specified","not specified","not specified","not specified","not specified"
"6801410","female","not specified","not specified","not specified","Ultraconservative","not specified"
"826585","female","not specified","not specified","not specified","not specified","not specified"
"7409401","female","not specified","not specified","not specified","not specified","not specified"
"5379695","female","not specified","not specified","not specified","Moderate","not specified"
"3470219","female","not specified","not specified","not specified","not specified","not specified"
"6602643","female","not specified","not specified","not specified","not specified","not specified"
"2549175","female","not specified","not specified","not specified","not specified","not specified"
"827331","male","not specified","not specified","not specified","not specified","not specified"
"2008467","female","not specified","not specified","not specified","not specified","not specified"
"9233155","female","not specified","not specified","not specified","not specified","not specified"
"986515","male","not specified","not specified","not specified","Moderate","not specified"
"3564913","female","not specified","not specified","not specified","not specified","not specified"
"5893382","female","not specified","not specified","not specified","not specified","not specified"
"1663646","male","not specified","not specified","not specified","Ultraconservative","not specified"
"6443982","male","not specified","not specified","not specified","not specified","not specified"
"3021406","female","not specified","not specified","not specified","not specified","not specified"
"9031435","male","not specified","not specified","not specified","not specified","not specified"
"1983265","female","not specified","not specified","not specified","Moderate","not specified"
"9561937","female","not specified","not specified","not specified","not specified","not specified"
"7934248","female","not specified","not specified","not specified","Moderate","not specified"
"6097153","male","not specified","not specified","not specified","not specified","not specified"
"2547860","male","not specified","not specified","not specified","not specified","not specified"
"6258357","female","not specified","not specified","not specified","not specified","not specified"
"5308852","female","not specified","not specified","not specified","not specified","not specified"
"6264878","female","not specified","not specified","not specified","Moderate","not specified"
"8869057","male","not specified","not specified","not specified","not specified","not specified"
"7014243","male","not specified","not specified","not specified","not specified","not specified"
"9028941","male","not specified","not specified","not specified","not specified","not specified"
"2235790","male","not specified","not specified","not specified","not specified","not specified"
"7537090","male","not specified","not specified","not specified","not specified","not specified"
"6084599","female","not specified","not specified","not specified","not specified","not specified"
"505291","male","not specified","not specified","not specified","not specified","not specified"
"3608758","female","not specified","not specified","not specified","not specified","not specified"
"7238977","female","not specified","not specified","not specified","not specified","not specified"
"2109088","female","not specified","not specified","not specified","not specified","not specified"
"1076827","female","not specified","not specified","not specified","not specified","not specified"
"4914348","male","not specified","not specified","not specified","Apathetic","not specified"
"9918648","female","not specified","not specified","not specified","not specified","not specified"
"9540099","female","not specified","not specified","not specified","not specified","not specified"
"1937529","male","not specified","not specified","not specified","not specified","not specified"
"6403649","male","not specified","not specified","not specified","not specified","not specified"
"3300951","female","not specified","not specified","not specified","Moderate","not specified"
"5665550","female","not specified","not specified","not specified","not specified","not specified"
"3380095","male","not specified","not specified","not specified","not specified","not specified"
"9438708","male","not specified","not specified","humor and love for life","not specified","not specified"
"1387653","male","not specified","not specified","not specified","not specified","not specified"
"2240020","male","not specified","not specified","not specified","not specified","not specified"
"4717012","male","compromisable","compromisable","courage and persistance","Apathetic","not specified"
"9550172","female","not specified","not specified","not specified","not specified","not specified"
"8335689","male","not specified","not specified","not specified","Apathetic","not specified"
"9415378","female","not specified","not specified","not specified","not specified","not specified"
"8461797","female","not specified","not specified","not specified","not specified","not specified"
"5049931","male","not specified","not specified","not specified","not specified","not specified"
"8523647","female","not specified","not specified","not specified","Moderate","not specified"
"6048215","female","not specified","not specified","not specified","not specified","not specified"
"6796301","male","not specified","not specified","not specified","not specified","not specified"
