"timestamp","likes","photo"
"26/10/2011 02:09:35","39","http://cs4572.vk.me/u3704272/-14/y_47876df3.jpg"
"04/12/2011 23:07:59","19","http://cs4572.vk.me/u3704272/-14/x_58eb937a.jpg"
"29/12/2011 18:46:42","9","http://cs5170.vk.me/u3704272/-14/x_55b2c6b2.jpg"
"11/01/2012 21:26:07","3","http://cs4327.vk.me/u3704272/-14/z_9f966197.jpg"
"21/03/2012 00:21:07","0","http://cs5734.vk.me/u3704272/-14/x_c7e7b481.jpg"
"21/05/2012 08:37:16","5","http://cs11083.vk.me/v11083272/86a/_qyB4uR_dts.jpg"
"21/05/2012 08:37:17","13","http://cs11083.vk.me/v11083272/873/m3PzU4fTJLA.jpg"
"21/05/2012 08:37:18","8","http://cs11083.vk.me/v11083272/87a/zzJwqadixdA.jpg"
"21/05/2012 08:37:19","13","http://cs11083.vk.me/v11083272/881/osz_BO_HP-A.jpg"
"21/05/2012 08:37:20","6","http://cs11083.vk.me/v11083272/888/sQerUCUyIGY.jpg"
"23/07/2012 19:19:57","0","http://cs405622.vk.me/v405622272/ca2/RkQKLYHxKBQ.jpg"
"27/07/2012 19:51:23","2","http://cs309120.vk.me/v309120272/9d5/o_JzfwnTGC4.jpg"
"08/08/2012 22:52:24","0","http://cs309120.vk.me/v309120272/125d/-ZMl2HYRloU.jpg"
"14/09/2012 08:43:42","0","http://cs309121.vk.me/v309121272/32e4/tohxQ-dxgYs.jpg"
"21/09/2012 22:31:19","0","http://cs309122.vk.me/v309122272/38e6/VyRt9MQSyU4.jpg"
"27/09/2012 21:21:28","5","http://cs402522.vk.me/v402522600/2958/pbE7D3DPi-I.jpg"
"08/10/2012 20:15:47","13","http://cs317619.vk.me/v317619272/5636/CuvtmhSMvTc.jpg"
"08/10/2012 20:15:48","5","http://cs317619.vk.me/v317619272/563e/-EJvcaQbZ88.jpg"
"08/10/2012 20:15:48","10","http://cs317619.vk.me/v317619272/5645/EQDyQZBW6Uw.jpg"
"12/10/2012 09:01:49","7","http://cs407220.vk.me/v407220717/4ba9/G3m_Uqx6X-I.jpg"
"13/10/2012 23:27:20","7","http://cs319617.vk.me/v319617142/3390/a-cXc7w7PE4.jpg"
"30/10/2012 00:09:11","0","http://cs419125.vk.me/v419125272/5cb/e7i17jGQMt0.jpg"
"27/11/2012 16:09:26","1","http://cs304801.vk.me/v304801272/48cb/SHhYrCZuaRI.jpg"
"13/12/2012 14:34:06","0","http://cs308129.vk.me/v308129272/2d41/l1OhhLREUZA.jpg"
"17/12/2012 14:58:03","1","http://cs308129.vk.me/v308129272/2e03/mwETDt2U1Tw.jpg"
"21/02/2013 10:53:36","2","http://cs402631.vk.me/v402631272/8fb9/QEIuFC9DrSo.jpg"
"21/02/2013 10:53:38","2","http://cs402631.vk.me/v402631272/8fc2/YFl8JpODkt8.jpg"
"21/02/2013 10:53:40","1","http://cs402631.vk.me/v402631272/8fcb/SswBll6BGNc.jpg"
"21/02/2013 10:53:41","5","http://cs402631.vk.me/v402631272/8fd2/Jr-36RXfmHQ.jpg"
"21/02/2013 10:53:42","6","http://cs402631.vk.me/v402631272/8fda/y_GMomhBrBM.jpg"
"27/02/2013 17:42:49","0","http://cs402631.vk.me/v402631272/948d/giQ5Lcv2vLc.jpg"
"27/02/2013 17:43:01","0","http://cs402631.vk.me/v402631272/9494/aIpDyIXqtPM.jpg"
"28/02/2013 10:57:08","3","http://cs402631.vk.me/v402631272/94cd/NtR70C9jack.jpg"
"12/03/2013 12:29:10","0","http://cs402631.vk.me/v402631272/9b25/E4gKadj0dCA.jpg"
"18/03/2013 11:54:30","0","http://cs406518.vk.me/v406518272/5a62/tMoYlkqF0Jw.jpg"
"10/04/2013 18:27:11","4","http://cs313428.vk.me/v313428272/24c/Tqnf4XA5F1o.jpg"
"10/04/2013 18:27:12","14","http://cs313428.vk.me/v313428272/253/J-XKS473ojo.jpg"
"05/06/2013 11:49:43","16","http://cs406816.vk.me/v406816272/b475/OJsXcgKg0e8.jpg"
