"timestamp","likes","photo"
"19/04/2011 13:08:08","0","http://cs4160.vk.me/u4852896/-7/y_a94b77ce.jpg"
"25/05/2011 21:14:54","2","http://cs10968.vk.me/u4852896/-7/y_273decdb.jpg"
"24/07/2011 03:24:27","3","http://cs11263.vk.me/u4852896/-7/x_9b86bf1a.jpg"
"24/07/2011 03:39:53","0","http://cs11263.vk.me/u4852896/-7/y_c19ae10a.jpg"
"24/07/2011 03:40:26","1","http://cs11263.vk.me/u4852896/-7/x_78228db1.jpg"
"21/08/2011 04:44:06","2","http://cs10982.vk.me/u4852896/-7/x_8385b3de.jpg"
"07/09/2011 14:26:03","0","http://cs10658.vk.me/u4852896/-14/x_0b87ad9b.jpg"
"20/09/2011 21:11:17","1","http://cs10658.vk.me/u4852896/-14/z_bf61fd40.jpg"
"22/09/2011 14:28:38","1","http://cs10658.vk.me/u4852896/-14/x_4ec77e3c.jpg"
"04/12/2011 11:12:40","2","http://cs9896.vk.me/u4852896/-14/y_35b4b63b.jpg"
"18/03/2012 12:21:29","10","http://cs10316.vk.me/u4852896/-14/y_202bb8b5.jpg"
"06/06/2012 22:52:34","1","http://cs407420.vk.me/v407420896/2a1/1SChSvfnDhs.jpg"
"01/07/2012 18:01:48","0","http://cs307606.vk.me/v307606896/34e/VVmsC1XNW2g.jpg"
"13/07/2012 10:14:17","6","http://cs307606.vk.me/v307606896/7fd/ulFAnxPqGN0.jpg"
"14/07/2012 15:15:52","0","http://cs307607.vk.me/v307607896/99d/aosqqEaWC5E.jpg"
"28/07/2012 11:46:00","1","http://cs309119.vk.me/v309119896/887/VFXrg-q0q1g.jpg"
"01/09/2012 17:10:15","2","http://cs309120.vk.me/v309120896/101b/qKeqz1keqyM.jpg"
"06/09/2012 13:06:45","0","http://cs309120.vk.me/v309120896/11bc/ZspjnOz-YmU.jpg"
"10/09/2012 04:00:26","0","http://cs309120.vk.me/v309120896/11c3/trDazh86hAA.jpg"
"10/09/2012 04:02:45","0","http://cs309120.vk.me/v309120896/11cb/UX8LQ8yIBy8.jpg"
"12/09/2012 13:45:42","8","http://cs309120.vk.me/v309120896/13c4/Q8T6ja2MgY0.jpg"
"17/09/2012 10:41:32","1","http://cs309120.vk.me/v309120896/1501/pht_UzaFHYY.jpg"
"25/09/2012 01:24:06","0","http://cs309817.vk.me/v309817896/2298/qaAP0flDizw.jpg"
"25/09/2012 01:24:30","0","http://cs309817.vk.me/v309817896/22a0/KoAicONeLXI.jpg"
"26/09/2012 21:33:22","1","http://cs309817.vk.me/v309817896/22d3/TF1L-1MGv2k.jpg"
"27/09/2012 02:03:59","0","http://cs309817.vk.me/v309817896/22f6/U5Fn_oU5_uo.jpg"
"01/10/2012 14:47:24","1","http://cs309817.vk.me/v309817896/2335/oGuCKiz_D9Y.jpg"
"03/10/2012 13:37:30","5","http://cs317123.vk.me/v317123896/443f/JubBsb11CAk.jpg"
"04/10/2012 23:42:01","2","http://cs317123.vk.me/v317123896/44b3/dnR6DJN4mQk.jpg"
"06/10/2012 21:53:27","0","http://cs317123.vk.me/v317123896/4512/7cVTVEFweoM.jpg"
"11/10/2012 18:43:08","0","http://cs317123.vk.me/v317123896/46b1/4bq3vVavh3M.jpg"
"12/10/2012 23:59:28","0","http://cs317124.vk.me/v317124896/53b6/v-I4hfldZa8.jpg"
"13/10/2012 10:14:55","5","http://cs317124.vk.me/v317124896/53bd/I3LXWRmzBMs.jpg"
"26/10/2012 15:54:51","4","http://cs316326.vk.me/v316326896/4445/L1j14DvJtgs.jpg"
"26/10/2012 16:45:13","3","http://cs316326.vk.me/v316326896/444c/YE8Y95FsOS4.jpg"
"27/10/2012 14:01:01","1","http://cs308416.vk.me/v308416896/2b52/C5BXGFhw-a4.jpg"
"23/11/2012 23:40:24","1","http://cs306408.vk.me/v306408896/3515/VklWD7AerZA.jpg"
"27/12/2012 13:49:13","0","http://cs419116.vk.me/v419116896/1349/w4tK5s8xHzM.jpg"
"14/01/2013 03:31:09","2","http://cs419316.vk.me/v419316896/2b4f/D_ehgA3aDeU.jpg"
"07/02/2013 13:22:46","2","http://cs417520.vk.me/v417520896/2e4b/xbl5iOLBjNQ.jpg"
"08/02/2013 11:10:21","0","http://cs323218.vk.me/v323218896/5cb3/ch4LK9K-9no.jpg"
"12/02/2013 12:41:40","3","http://cs406930.vk.me/v406930896/52f4/iJ98ms0Uof0.jpg"
"18/02/2013 00:06:12","3","http://cs407016.vk.me/v407016896/6e7c/T1M4jWxeFVw.jpg"
"23/02/2013 00:59:25","3","http://cs407016.vk.me/v407016896/6f2d/jIxCjw9wXYM.jpg"
"03/03/2013 02:14:09","3","http://cs407016.vk.me/v407016896/721e/dDdejQz_OXQ.jpg"
"07/03/2013 11:59:04","0","http://cs407016.vk.me/v407016896/734f/xfR5oWrPUqs.jpg"
"17/03/2013 21:16:01","4","http://cs308623.vk.me/v308623896/5cbc/PhcP28dsWJ0.jpg"
"19/03/2013 23:24:46","2","http://cs308623.vk.me/v308623896/5d44/fG8LK-AX704.jpg"
"21/03/2013 00:23:08","2","http://cs308623.vk.me/v308623896/5d7e/pFw1DzN7mwo.jpg"
"22/03/2013 22:12:16","0","http://cs306112.vk.me/v306112896/52da/5xDsPdx7zPg.jpg"
"22/03/2013 22:13:32","0","http://cs306112.vk.me/v306112896/52e1/yPG1p4iO-Xs.jpg"
"23/03/2013 11:18:58","5","http://cs306112.vk.me/v306112896/52ef/Hd992nXK3Rc.jpg"
"25/03/2013 22:41:43","5","http://cs306112.vk.me/v306112896/5321/OVm9ghYKTJ8.jpg"
"04/04/2013 13:57:47","2","http://cs313222.vk.me/v313222896/85/Safx1Ih-dvw.jpg"
"05/04/2013 12:35:12","2","http://cs313222.vk.me/v313222896/142/NQHub2JKiAw.jpg"
"10/04/2013 10:45:34","20","http://cs403826.vk.me/v403826896/8bcf/EwFRj5a5EqQ.jpg"
"10/04/2013 18:48:13","0","http://cs403826.vk.me/v403826896/8bd6/6xKbb7REC2U.jpg"
"25/04/2013 16:44:35","7","http://cs405018.vk.me/v405018896/69c3/5v0k1gkPXpM.jpg"
"16/05/2013 22:42:46","1","http://cs314831.vk.me/v314831896/c31/tw2OXBv4aCY.jpg"
"17/05/2013 09:22:45","0","http://cs314831.vk.me/v314831896/c57/oH-LcQZbSIs.jpg"
"19/05/2013 20:17:20","0","http://cs408625.vk.me/v408625896/e62/z13TOE7etL4.jpg"
"19/05/2013 20:19:01","3","http://cs408625.vk.me/v408625896/e6a/2S3jplljNYA.jpg"
"19/05/2013 20:22:13","6","http://cs408625.vk.me/v408625896/e79/knC2pqoFx2E.jpg"
"19/05/2013 20:22:20","3","http://cs408625.vk.me/v408625896/e81/raXGPLZDck8.jpg"
"20/05/2013 20:48:57","3","http://cs313116.vk.me/v313116896/1290/cKxM1a46oF0.jpg"
"22/05/2013 18:52:46","3","http://cs313116.vk.me/v313116896/12ad/wC_GAKQe8iY.jpg"
"25/05/2013 02:28:10","3","http://cs9441.vk.me/v9441896/2f5/sTVlbtrMlSU.jpg"
"26/05/2013 01:22:47","0","http://cs308727.vk.me/v308727896/8daf/o_nqsM1h-A8.jpg"
"27/05/2013 00:54:05","1","http://cs308727.vk.me/v308727896/8dec/q6CdwBTHrbI.jpg"
"27/05/2013 00:54:13","0","http://cs308727.vk.me/v308727896/8df4/-C4x2PUfh0A.jpg"
"27/05/2013 00:54:19","0","http://cs308727.vk.me/v308727896/8dfc/nZ2aJEvjKmw.jpg"
"27/05/2013 00:54:26","1","http://cs308727.vk.me/v308727896/8e03/V0eVxCpjeq0.jpg"
"11/06/2013 22:48:46","0","http://cs9291.vk.me/v9291896/f25/chRx2JjKNho.jpg"
