"timestamp","likes","photo"
"19/07/2012 22:15:01","0","http://cs323327.vk.me/v323327550/33f/bvMX8Oep0p4.jpg"
"10/12/2012 21:47:46","0","http://cs418221.vk.me/v418221550/fe7/W9UvUhRjBi8.jpg"
"10/12/2012 21:51:38","1","http://cs418221.vk.me/v418221550/fff/BzvtA63PvBY.jpg"
"10/12/2012 21:55:20","0","http://cs418221.vk.me/v418221550/1008/gVU74q4hEwU.jpg"
"17/12/2012 19:56:20","2","http://cs418221.vk.me/v418221550/1319/xZi6AinAbCU.jpg"
"21/12/2012 09:25:17","28","http://cs418221.vk.me/v418221550/13f8/1vg-fs0qayk.jpg"
"28/12/2012 10:02:43","2","http://cs418221.vk.me/v418221550/1500/ACcXjmqtyaI.jpg"
"28/12/2012 12:48:22","0","http://cs418221.vk.me/v418221550/1508/SW5tVduvn4c.jpg"
"30/12/2012 22:00:49","1","http://cs418221.vk.me/v418221550/1621/EmDm_3t4kv4.jpg"
"13/01/2013 22:25:22","2","http://cs406128.vk.me/v406128550/6bcf/cTjboEg02iY.jpg"
"14/01/2013 10:47:53","0","http://cs406128.vk.me/v406128550/6bd6/23ACW-z8OhE.jpg"
"14/01/2013 14:41:34","2","http://cs406128.vk.me/v406128550/6bdd/yp1Hzps66xM.jpg"
"17/01/2013 10:23:53","0","http://cs406128.vk.me/v406128550/6cbc/IPJqV26e0Vw.jpg"
"26/01/2013 12:54:10","0","http://cs411823.vk.me/v411823550/8fe8/KTq2Zp1_sVs.jpg"
"02/02/2013 02:02:29","2","http://cs411823.vk.me/v411823550/941d/RWJAUoFSN18.jpg"
"04/02/2013 02:47:51","0","http://cs411823.vk.me/v411823550/95ad/n6Gh7Rof_Xc.jpg"
"04/02/2013 02:51:27","0","http://cs411823.vk.me/v411823550/95b4/eUWBtazHKjY.jpg"
"04/02/2013 02:52:50","0","http://cs411823.vk.me/v411823550/95bb/wIezVSX1jDQ.jpg"
